x,y,class
-0.38816250670473784,0.4252406051118908,1.0
-0.4929919258909768,-0.23602497734875477,1.0
0.5710003787341311,-0.02471462181160383,1.0
-0.18232179747109412,0.014496697597784783,1.0
0.2824200185627166,-0.6769869628618053,1.0
-0.5399470961285124,0.36694248573151167,1.0
0.10130980957066199,-0.40859533773225093,1.0
-0.45814782223117023,-0.22879780130034783,1.0
0.1987869629757407,-0.31033928879991457,1.0
-0.45675221447626324,0.1272068044692327,1.0
-0.3231301632000294,-0.35308564940749937,1.0
-0.4696539816092352,-0.28034640766557467,1.0
-0.3292851701383338,0.14292670273046867,1.0
0.3569358856938805,0.14057222494502347,1.0
0.3426438322552568,0.2545764610631919,1.0
0.4831063799017344,0.038103735482034815,1.0
0.5101145780401585,-0.343238055958239,1.0
0.11579397405503673,0.571047523628604,1.0
0.12063292727093204,0.5492076379992564,1.0
-0.06758314516303987,-0.4721995819846835,1.0
-0.20527454067657805,0.5719451094530894,1.0
-0.5508157805115477,-0.1708823742622956,1.0
0.050744691116940355,0.47679642603289596,1.0
0.6883100902794759,-0.06246469079191662,1.0
0.31342984144102204,-0.5255246211822802,1.0
0.36760881869938156,-0.5278463716092359,1.0
-0.4224374662601711,0.20182129822636782,1.0
-0.034716812993544,-0.5646468305452493,1.0
0.29064318559473434,0.4682456532003878,1.0
0.3393275176178677,-0.03438971637087698,1.0
0.7237766509768229,-0.02305260024094738,1.0
-0.5512389621483474,-0.32000237849896956,1.0
-0.5836881179507423,0.25016698771957285,1.0
-0.5408261314513996,-0.05517176669208385,1.0
0.6282579513950285,0.0055124529440607785,1.0
-0.440705950549988,0.22244605982238985,1.0
-0.22325873971421795,-0.36076421267053604,1.0
-0.34250293387321973,0.10125087021278018,1.0
0.01735618087216753,-0.36533207425561814,1.0
0.1070898336210591,0.5182063732843137,1.0
0.26477696644197035,-0.47720610770023564,1.0
-0.18534799271483335,-0.013649211724093835,1.0
0.34053098221556233,0.3793182586915987,1.0
-0.027001068699265204,0.46289197064175375,1.0
-0.1843692084631451,-0.4834640174247391,1.0
0.27902733887758446,-0.3429985354973356,1.0
-0.38146203075585305,0.4217400397149687,1.0
-0.1952918307834661,0.6663124448987783,1.0
0.31833125784702565,-0.24845155406555514,1.0
