x,y,class
4.049671415301123,0.04967141530112327,1.0
3.9781202757704195,0.23986924850913957,1.0
4.03258810513325,0.5711386681050663,1.0
4.08001777469163,0.9093079630824434,1.0
3.8483794681130914,0.9811766112519833,1.0
3.7768707752688635,1.2247200870990305,1.0
3.8713930136150294,1.6445711041920494,1.0
3.6884496260617756,1.7959231212719775,1.0
3.4484500696856446,1.8978395058083797,1.0
3.4192701356833215,2.216819274180987,1.0
3.1747392608429883,2.3252899469373154,1.0
3.0176047971188864,2.5245774633891314,1.0
2.919132379576884,2.784512273085052,1.0
2.5227096217627487,2.7470388101643533,1.0
2.3497188850867867,2.932094073915724,1.0
2.2639988853606954,3.2020750552772457,1.0
2.007618758408567,3.297618607764615,1.0
1.9205090323502583,3.5572381870498555,1.0
1.5708576444554248,3.5477255738659523,1.0
1.2863145162339584,3.5953610709268973,1.0
1.3342463782052552,3.966173842668451,1.0
0.9204581119890556,3.864668643245513,1.0
0.701345531136514,3.9459838325176246,1.0
0.3008779809826987,3.8328790392236707,1.0
0.13588939084245044,3.9410310842795138,1.0
-0.0523715963682455,4.010588769666487,1.0
-0.43209918516938445,3.872319746065539,1.0
-0.5316895512585738,3.996855569358298,1.0
-0.8792905412526435,3.8551459158672343,1.0
-1.0950646297394677,3.8261992592604406,1.0
-1.3684425144926264,3.719832613635734,1.0
-1.360152684321621,3.8746449948692194,1.0
-1.77761617289689,3.58262537469155,1.0
-2.105771092895591,3.358330522242164,1.0
-2.133425764254122,3.4125339097494045,1.0
-2.5445231135477697,3.0609629971262255,1.0
-2.5985565762806644,3.0438846569175086,1.0
-3.0018665632132633,2.654809673127473,1.0
-3.1138764035928617,2.5342573971753235,1.0
-3.1245262553842377,2.492322068469333,1.0
-3.2208596677197896,2.3420861134506246,1.0
-3.414796824820911,2.0718463944126224,1.0
-3.5669066228585176,1.821341258670818,1.0
-3.6945441992872072,1.5736117720675256,1.0
-3.906622682180376,1.2202283742659328,1.0
-3.9099563152974603,1.0549458065262478,1.0
-3.947783024637607,0.8351782540501844,1.0
-3.8440433320836855,0.7377178065152912,1.0
-3.9475258613354924,0.4145860021735759,1.0
-4.1742901850690135,-0.04939228154400277,1.0
-3.965577772593261,-0.09450333705279193,1.0
-4.02039591833397,-0.4187324012583622,1.0
-4.017447754736173,-0.6996977839239962,1.0
-3.8405515186575414,-0.8200745022620755,1.0
-3.7348719422083945,-1.0238302751161243,1.0
-3.665642471232014,-1.2749525613910548,1.0
-3.748355582050542,-1.687643893948719,1.0
-3.5862630322048155,-1.8638273244947627,1.0
-3.3988073097995515,-2.0215832231532693,1.0
-3.1971518130070953,-2.1706849427388466,1.0
-3.1921298027556784,-2.52055336866695,1.0
-2.999623696369401,-2.685641899731548,1.0
-2.916533048225888,-2.9614101829160546,1.0
